distance_from_center,frame_0_right,frame_0_left,frame_1_right,frame_1_left,frame_2_right,frame_2_left,frame_3_right,frame_3_left,frame_4_right,frame_4_left,frame_5_right,frame_5_left,frame_6_right,frame_6_left,frame_7_right,frame_7_left,frame_8_right,frame_8_left,frame_9_right,frame_9_left,frame_10_right,frame_10_left,frame_11_right,frame_11_left,frame_12_right,frame_12_left,frame_13_right,frame_13_left,frame_14_right,frame_14_left,frame_15_right,frame_15_left,frame_16_right,frame_16_left,overall_mean
0.025,1.0,0.835180055401662,0.2875050545895673,0.14307326561486927,1.0,0.8929042469005538,1.0,0.1776,1.0,0.5111341273951321,0.7165206508135169,1.0,0.56758669497523,0.31118355065195585,1.0,1.0,0.9806181246726036,1.0,0.0689922480620155,0.03731598767545362,1.0,0.881683731513083,0.6051437216338881,1.0,1.0,0.22847358121330727,1.0,0.7016773162939296,0.7877109704641351,1.0,1.0,0.4663316582914574,1.0,0.3786206896551724,0.7229192845828687
0.07500000000000001,0.9333333333333335,0.9937673130193906,0.19126566922765872,0.3282904689863843,0.9844789356984479,0.8979161171194935,0.4067796610169492,0.5669333333333333,0.6395348837209303,1.0,0.6580100125156446,0.47017543859649136,0.8874734607218684,0.4724172517552659,0.3492915734526472,0.8351486605828674,1.0,0.742004264392324,0.06821705426356588,0.12598425196850394,0.8011182108626199,0.9004550625711035,1.0,0.9426356589147286,0.43126684636118606,0.21477495107632094,0.7364914877868245,0.7699680511182109,1.0,0.3963730569948187,0.5412844036697249,0.5482412060301508,0.9660574412532638,0.8655172413793104,0.666623685344805
0.125,0.98921568627451,1.0,0.22968054993934492,0.8979900583531446,0.9528824833702882,1.0,0.1843220338983051,0.9114666666666668,0.15968992248062017,0.4831693423096841,0.7503128911138923,0.14035087719298245,0.9867893371078085,0.6913239719157473,0.2738255033557047,0.5968501619075655,0.4594028287061289,0.1833688699360341,0.19147286821705425,0.3091407052379322,0.3777955271565495,0.9897610921501707,0.5858547655068079,0.7031007751937984,0.48787061994609177,0.2954990215264188,0.5788304959289415,0.8246805111821086,0.9216772151898736,0.15544041450777205,0.46723460026212316,0.3879396984924624,0.5548302872062664,1.0,0.5800520524186117
0.17500000000000002,0.8725490196078431,0.6613573407202216,0.24585523655479175,0.5686189755781285,0.873059866962306,0.9488261672381957,0.09533898305084747,1.0,0.22868217054263565,0.9466597617814605,0.7653316645807259,0.01929824561403509,0.9547062986553433,0.8114343029087263,0.4329604772557793,0.26788342655284075,0.8727082242011525,0.1380597014925373,1.0,0.7428962684012326,0.18290734824281155,0.9197952218430034,0.9277609682299545,0.7333333333333334,0.39892183288409716,0.6956947162426613,0.5070318282753515,0.8378594249201278,0.580168776371308,0.07944732297063904,0.2581913499344692,0.8351758793969849,0.37075718015665804,0.4827586206896552,0.5957655863291137
0.225,0.6274509803921569,0.35803324099722994,0.10998786898503843,0.1499891938621137,0.5141352549889135,0.861514112371406,0.18008474576271186,0.7813333333333334,0.07054263565891472,0.41170378042465045,1.0,0.05087719298245615,1.0,1.0,0.4371364653243848,0.05622608183691494,0.6547930853850185,0.02505330490405117,0.6573643410852713,0.6083533036631291,0.09584664536741215,1.0,0.5363086232980333,0.6542635658914728,0.25336927223719674,0.8620352250489237,0.5307179866765358,0.8773961661341851,0.2225738396624472,0.03626943005181347,0.06225425950196593,0.6271356783919598,0.1657963446475196,0.8124137931034483,0.47914587505795914
0.275,0.35784313725490197,0.14335180055401664,0.09785685402345327,0.2727469202507024,0.3093126385809313,0.7391189659720391,0.15042372881355934,0.4421333333333334,0.12790697674418605,0.76954945624029,0.4649561952440552,0.0456140350877193,0.8417079499882048,0.5599297893681044,0.15287099179716626,0.07918751839858698,0.36406495547407025,0.018656716417910446,0.5271317829457364,1.0,0.07028753993610223,0.7810011376564278,0.32223903177004537,0.26356589147286824,0.2722371967654987,0.9021526418786694,0.39674315321983716,0.9864217252396166,0.2434071729957806,0.15716753022452506,0.039318479685452164,1.0,0.3368146214099217,0.4820689655172414,0.40346437747826336
0.32500000000000007,0.33431372549019617,0.332409972299169,0.14638091386979377,0.39507240112383846,0.12583148558758314,0.6460036929570033,0.25211864406779666,0.3098666666666667,0.050387596899224806,0.25582599689280167,0.22058823529411764,0.07192982456140352,0.35362113706062753,0.276579739217653,0.08516032811334825,0.037533117456579335,0.12676794133053954,0.015991471215351813,0.11317829457364341,0.5255049640534064,0.04712460063897764,0.6291240045506258,0.20688350983358547,0.16666666666666669,0.1644204851752022,1.0,0.1939304219096965,0.5007987220447284,0.08227848101265824,0.16234887737478415,0.020969855832241157,0.7658291457286432,0.5274151436031332,0.2903448275862069,0.2774470850202322
0.375,0.12254901960784313,0.4009695290858726,0.17387788111605337,0.7665874216555004,0.049057649667405764,0.49512002110261133,0.05084745762711865,0.15200000000000002,0.11937984496124031,0.324702226825479,0.04755944931163956,0.06666666666666667,0.1191318707242274,0.07698094282848546,0.07606263982102907,0.04474536355607891,0.05133577789418545,0.021321961620469083,0.05116279069767441,0.3166723724751797,0.11501597444089456,0.285551763367463,0.04046898638426626,0.09844961240310078,0.11051212938005392,0.9593933463796479,0.32198371576609913,1.0,0.028744725738396627,0.08462867012089813,0.009174311926605503,0.8346733668341709,0.6892950391644909,0.11448275862068966,0.24173839081680998
0.42500000000000004,0.10980392156862745,0.8240997229916898,0.3036797412050141,0.6937540523017074,0.05543237250554323,0.27433394882616724,0.13771186440677968,0.06080000000000001,0.05116279069767442,0.10564474365613671,0.022215269086357948,0.06666666666666668,0.0481245576786978,0.08676028084252758,0.0772557792692021,0.06299676184869002,0.016238868517548456,0.006396588486140725,0.02713178294573643,0.05135227661759672,0.2060702875399361,0.07679180887372014,0.02760968229954614,0.06434108527131784,0.2237196765498653,0.7685909980430528,0.21909696521095484,0.9860223642172523,0.033227848101265826,0.23747841105354062,0.0327653997378768,0.463819095477387,0.4908616187989557,0.03793103448275863,0.20440847840517457
0.475,0.09509803921568627,0.8926592797783932,0.11524464213505864,0.4972984655284203,0.04157427937915743,0.18253758902664205,0.13347457627118645,0.047466666666666664,0.10775193798449612,0.1273951320559296,0.027534418022528158,0.12105263157894738,0.05095541401273885,0.12261785356068206,0.12960477255779268,0.0466588166028849,0.022524882137244632,0.014392324093816631,0.02868217054263565,0.07018144471071551,0.26597444089456873,0.019908987485779295,0.04841149773071104,0.19069767441860466,0.11320754716981135,0.42270058708414876,0.13619541080680975,0.9752396166134184,0.057489451476793255,0.07426597582037997,0.022935779816513766,0.5934673366834171,0.7950391644908616,0.039310344827586205,0.19498673974061845
