distance_from_center,frame_0_right,frame_0_left,frame_1_right,frame_1_left,frame_2_right,frame_2_left,frame_3_right,frame_3_left,frame_4_right,frame_4_left,frame_5_right,frame_5_left,frame_6_right,frame_6_left,frame_7_right,frame_7_left,frame_8_right,frame_8_left,frame_9_right,frame_9_left,frame_10_right,frame_10_left,frame_11_right,frame_11_left,frame_12_right,frame_12_left,frame_13_right,frame_13_left,frame_14_right,frame_14_left,frame_15_right,frame_15_left,frame_16_right,frame_16_left,overall_mean
0.025,0.4126426690079015,0.029780995143406944,0.7987829614604463,0.8681380871533675,1.0,0.31168831168831174,1.0,0.41218637992831547,0.19244823386114496,0.06529665230361287,1.0,0.8507489300998574,0.09621993127147765,0.10772813524236673,0.22354211663066953,0.7854330708661418,0.10694711894534144,0.2073248407643312,1.0,0.28062387522495497,0.2500568052715292,0.6317343173431734,0.12198117069177242,0.2055035128805621,0.016560754862314654,0.5222222222222223,0.9194528875379938,0.22492356966079485,0.3568834598877517,0.23998444185141968,0.7994740302432609,0.41902313624678655,1.0,1.0,0.4840391946556243
0.07500000000000001,0.5127304653204564,0.03198020709245853,0.6691007437457742,0.9279381248820979,0.5002678093197642,0.4208375893769153,0.9380704041720992,0.2391193036354327,0.1936662606577345,0.06938459838691857,0.5663678110649464,1.0,0.07686742629770303,0.14516129032258066,0.2633639308855291,0.5895669291338583,0.08798696489408975,0.21894904458598724,0.6733118971061093,0.25758848230353926,0.15416950693024317,0.35719557195571955,0.0935325419566107,0.18149882903981268,0.029270171384556135,0.571111111111111,0.7325227963525837,0.40165963022273987,0.23935292175635522,0.4720601581745106,0.8891080429541968,0.3544344473007711,0.7278296174941233,0.9616854831540581,0.4278732386168056
0.125,0.6207199297629498,0.04041051956382296,0.6492224475997296,0.9251084700999811,0.36422067487948573,0.507077192470451,0.8381681877444589,0.1660692951015532,0.10657734470158343,0.05811512540050822,0.104089219330855,0.33844507845934385,0.07741001989509858,0.11652578920131101,0.8517818574514039,0.7155511811023623,0.10857650718412085,0.2168789808917197,0.6334405144694534,0.17396520695860826,0.1484889797773234,0.21205412054120543,0.13978714695047073,0.057962529274004686,0.020412093202387835,0.33777777777777784,0.6580547112462006,0.563255204542146,0.20633872565203037,0.5202904187734994,0.6743370589524434,0.15199228791773775,0.26675689151648974,0.48270957418437194,0.35448738419343795
0.17500000000000002,0.4082528533801579,0.034729222028773016,0.6734279918864098,0.878136200716846,0.2978039635779325,0.7147234787684226,0.5096153846153847,0.22648916197303295,0.15529841656516447,0.06861120318196885,0.13317297179094686,0.14354493580599145,0.06990414179779346,0.19044333275832326,0.8608261339092873,0.5954724409448818,0.17864020145163678,0.14570063694267513,0.4858520900321543,0.19232153569286142,0.159281981367871,0.2897908979089791,0.17232910356119527,0.22423887587822014,0.029366454843057964,0.4711111111111111,0.660081053698075,0.5497161158829524,0.22581710135358204,0.5873201089070401,0.7109357878588647,0.1842866323907455,0.051072013676187765,0.10276469019468398,0.3347375948956828
0.225,0.4451273046532044,0.05067350865939704,0.7983772819472618,1.0,0.10283877878950186,0.6125784328031519,0.5185788787483704,0.13790749274620245,0.24360535931790503,0.11048502927853278,0.10649464246665209,0.12571326676176892,0.09757641526496653,0.09487666034155598,1.0,1.0,0.19152718115834688,0.11130573248407644,0.4893890675241157,0.18836232753449306,0.0849806862076801,0.30701107011070117,0.09250920998772003,0.1949648711943794,0.03138840747159638,0.29555555555555557,0.9777102330293819,0.22259426408501964,0.18487949818421923,0.7881498768313238,0.7315362699978083,0.13817480719794342,0.022936106560296318,0.01689039025691173,0.3386676060926482
0.275,0.6128182616330111,0.1044625675799505,0.6117647058823529,0.8190907375966799,0.047134440278521685,0.582372683496279,0.9551825293350719,0.10121181088923027,0.2764920828258222,0.0974477958236659,0.08725125738027552,0.08309557774607705,0.0892566467715681,0.08107641883732963,0.35353671706263506,0.720472440944882,0.18130647311509404,0.1931528662420382,0.4163987138263665,0.19064187162567484,0.07339241081572372,0.3242312423124231,0.18358575521899304,0.33606557377049184,0.04429039091084151,0.2777777777777778,0.7578520770010132,0.43980200902605915,0.08616705183228787,0.7487359004278491,0.6096866096866097,0.13239074550128532,0.013462497328869576,0.008711885500933419,0.31295054488246127
0.32500000000000007,0.6795434591747146,0.22835150737652343,0.6394861392832994,0.5944161478966233,0.04284949116229244,0.6985261929082154,0.946382007822686,0.1507083119986346,0.5420219244823388,0.12208595735277872,0.09249945331292367,0.09450784593437946,0.2168565744257551,0.11661204071071243,0.25458963282937364,0.6732283464566929,0.1309435639164568,0.28853503184713375,0.31575562700964627,0.21679664067186563,0.10395364689843219,0.26838868388683884,0.17621776504297995,0.17096018735363003,0.04419410745233969,0.2577777777777778,0.9108409321175279,0.3167855583054302,0.1297457906899967,1.0,1.0,0.2824550128534704,0.010399601111190256,0.008356298337630012,0.34484621348236144
0.375,0.6593503072870938,0.20865023366626956,0.657741717376606,0.41520467836257313,0.018211033743974286,0.5988618123449585,0.9323663624511084,0.13705410479604027,0.5414129110840439,0.29377969285161865,0.1443253881478242,0.12393009985734667,0.34635557967082653,0.1598240469208211,0.07599892008639308,0.5206692913385828,0.0816175381424974,0.26544585987261143,0.23376205787781348,0.2471505698860228,0.11895023858214046,0.1995079950799508,0.33810888252149,0.43384074941451994,0.06479876757173118,0.3377777777777778,0.9093211752786221,0.3751637792982967,0.4242324199405745,0.8633475949695321,0.9252684637300022,0.2676735218508997,0.007621625471899707,0.010756511689927995,0.35112005026301163
0.42500000000000004,0.7462686567164176,0.1377256483093558,0.7246788370520622,0.2814563289945293,0.019817889662560255,0.6200204290091932,0.9383963494132986,0.08533879501621439,0.5365408038976858,0.6646779361396531,0.1277061010277717,0.07810271041369471,0.6593416531018266,0.24728307745385542,0.13269438444924406,0.7135826771653544,0.17701081321285733,0.12133757961783438,0.2077170418006431,0.48170365926814623,0.14053624176323568,0.21057810578105782,0.8919361440851412,0.2909836065573771,0.09079530136722512,0.3244444444444445,0.9609929078014184,0.2122579705925171,1.0,0.417476986905225,0.5717729563883408,0.3312982005141388,0.010185910677398675,0.015201351231220551,0.3873488676420864
0.475,0.6022827041264265,0.07907999633464674,0.8951994590939824,0.3378607809847199,0.011247991430101766,0.8394863563402889,0.747555410691004,0.10308926437958697,0.6096224116930573,0.6672190918130594,0.173409140607916,0.12892296718972898,1.0,0.6469725720200102,0.10920626349892008,0.5029527559055119,0.1541993778699452,0.09426751592356686,0.19228295819935687,0.7506898620275944,0.14576232674392187,0.29692496924969247,1.0,0.4057377049180328,0.2339688041594454,0.5977777777777777,0.8196555217831814,0.2559324501383025,0.7910201386596236,0.18903150525087514,0.4418145956607495,0.93043059125964,0.016454163401951705,0.010756511689927995,0.43472982178889846
0.525,0.6189640035118523,0.13250251993035828,0.8408384043272481,0.1099792491982645,0.01553294054633101,0.6769298117612726,0.701923076923077,0.07868236900494967,0.9123020706455544,0.6486576068942659,0.12267657992565055,0.0863052781740371,0.9195152830529932,1.0,0.09057775377969762,0.5383858267716535,0.2365575470300696,0.1571656050955414,0.36270096463022505,0.9451709658068385,0.15098841172460808,0.25141451414514143,0.6311911584117887,0.21252927400468388,0.382052763335259,0.7444444444444445,1.0,0.1779007133498326,0.24562561901617694,0.0829767924283677,0.31558185404339245,1.0,0.009972220243607093,0.013423415414703528,0.4239255599285849
0.5750000000000001,0.6672519754170323,0.294511133510492,1.0,0.10828145632899454,0.018746652383502944,0.6942944695753686,0.5876792698826598,0.1049667178699437,1.0,0.7363827201414208,0.07959763831183031,0.07417974322396576,0.6475854584915898,0.892875625323443,0.12392008639308856,0.6978346456692913,0.26085024440823584,0.23296178343949042,0.5652733118971061,0.9842831433713255,0.1589411497386958,0.2654366543665437,0.766066311911584,0.19730679156908665,0.5288850375505488,0.8533333333333333,0.7558257345491388,0.17134954141796477,0.21327170683393856,0.25580189290807726,0.30944554021477094,0.7442159383033419,0.010613291544981834,0.02302426882389546,0.4419115667266084
0.625,0.7348551360842842,0.5575918629157885,0.783502366463827,0.11243161667609887,0.01553294054633101,0.8016926893331389,0.29775097783572363,0.08824031404676567,0.2612667478684531,0.5969506131919124,0.047889787885414384,0.07114835948644793,0.34246699222282506,0.9968086941521476,0.07194924406047516,0.4950787401574803,0.2238186935268849,0.22213375796178342,0.6,0.9424115176964607,0.18495796409906842,0.2696186961869618,0.39828080229226365,0.1662763466042155,0.9135374542653572,0.811111111111111,0.4412360688956433,0.212549133789489,0.16969296797622976,0.4441851419681058,0.5031777339469646,0.6164845758354757,0.012821426027494833,0.021957507333985243,0.39498258771895906
